country,year,en_per_cap,prot_area_perc,gdp,under_5_mort_rate,pop_growth_perc,pop,urb_pop_growth_perc,urb_pop
AGO,1991,565.451027196188,12.3998220487,12193746624.6789,239.1,3.03486600826632,10653515.0,6.68703162667795,4099472.572
AGO,1992,550.548264050147,12.399822686,5779394291.7582,235.3,3.22698986166594,11002910.0,6.75045876038023,4385759.926
AGO,1993,551.688878141007,12.3998233313,5285600050.3455,231.1,3.29724264602598,11371750.0,6.70077708243702,4689709.7
AGO,1994,541.553066688467,12.3998239766,4059577145.36303,226.3,3.21217023653504,11742960.0,6.50366698870625,5004849.552
AGO,1995,528.386164349669,12.3998246299,5039534776.4902,221.5,3.03733523614654,12105105.0,6.22393596092553,5326246.2
AGO,1996,531.680254723364,12.3998252832,7526446605.51712,217.0,2.83122100089637,12452725.0,5.07850658610223,5603726.25
AGO,1997,531.736161548602,12.3998259444,7675412589.45525,212.4,2.68990281015527,12792237.0,4.8877934820328,5884429.02
AGO,1998,519.274348629747,12.3998266057,6445192203.74553,207.9,2.66904622001228,13138265.0,4.81966674210864,6174984.55
AGO,1999,531.897946760463,12.3998266057,6154480286.73835,203.3,2.801776072338,13511575.0,4.90711699212122,6485556.0
AGO,2000,533.443417033279,12.3998266057,9129180360.52186,199.6,3.02376551056242,13926373.0,5.08569423083599,6823922.77
AGO,2001,542.4698802717,12.3998266057,8936023211.53323,195.1,3.2627103672518,14388244.0,5.28298109900375,7194122.0
AGO,2002,549.321868464362,12.3998266057,11431738445.4161,190.7,3.43101953683354,14890474.0,5.41128226645153,7594141.74
AGO,2003,568.512866746654,12.3998266057,13956268299.1078,187.5,3.49399919957874,15419943.0,5.4358077852889,8018370.36
AGO,2004,597.237843616716,12.3998266057,19775218957.9962,183.2,3.42647598563257,15957460.0,5.33129548270202,8457453.8
AGO,2005,551.955631568424,12.3998266057,30632364953.7518,179.1,3.27683340077213,16489021.0,5.14604670198738,8904071.34
AGO,2006,581.149517888093,12.3998266057,45163239832.4302,174.9,3.11281574367946,17010366.0,4.76574593880052,9338690.934
AGO,2007,605.808197911062,12.3998266057,60451594399.3951,171.1,2.98264512823703,17525367.0,4.60869721541505,9779154.786
AGO,2008,630.636694917453,12.3998266057,84178512502.4322,168.2,2.88292737413435,18037964.0,4.48296150877847,10227525.588
ALB,1991,565.8792810391,4.33645255471,1139166679.0665,39.8,0.0672220105062205,3291695.0,1.43149965088489,1214635.455
ALB,1992,413.9412418124,4.33629005433,709452572.658102,38.6,-0.753570062223099,3266983.0,0.592345275177366,1221851.642
ALB,1993,410.921451542233,4.3361273487,1228071037.41335,37.3,-1.29646769526026,3224901.0,0.0315730715291786,1222237.479
ALB,1994,443.46429342004,4.39177416479,1985673025.89461,36.2,-1.41965424051212,3179442.0,-0.109019489982072,1220905.728
ALB,1995,421.572747398843,4.39160792828,2424498952.88127,35.1,-1.21320159332841,3141102.0,0.080477509743568,1221888.678
ALB,1996,454.236767560979,5.99006390506,3013217852.57366,34.0,-0.911626779987588,3112597.0,0.517698217019263,1228230.7762
ALB,1997,390.423111728638,5.9898728724,2196223713.8105,32.4,-0.667099043695436,3091902.0,0.742083812416387,1237379.1804
ALB,1998,423.029992819183,5.9896815371,2727745453.08283,31.1,-0.416954976813721,3079037.0,0.972645547394424,1249473.2146
ALB,1999,569.095509686028,8.00635426134,3434402453.41057,29.8,-0.205209571340269,3072725.0,1.16534541137397,1264119.065
ALB,2000,574.984634696418,8.00635426134,3686649387.03405,28.6,-0.0282850858599905,3071856.0,1.32373937213448,1280963.952
ALB,2001,580.734963335671,8.00635426134,4091020249.36656,27.4,0.179599653690698,3077378.0,1.65546552821949,1302346.3696
ALB,2002,642.287892528201,8.15304512976,4449373455.56632,26.1,0.402130794484318,3089778.0,1.85653128454342,1326750.6732
ALB,2003,663.774531247133,8.16643917494,5652325081.59963,25.2,0.546214780196012,3106701.0,1.97976534160849,1353278.9556
ALB,2004,640.551691739249,8.71362146501,7464446950.02559,24.1,0.582841072863149,3124861.0,1.9961310655843,1380563.5898
ALB,2005,724.181361003247,9.7896160228,8376483740.48289,22.8,0.54060818846021,3141800.0,1.93420233135705,1407526.4
ALB,2006,679.845796451696,9.7896160228,9132562332.43024,22.0,0.470183247239116,3156607.0,1.88864674643475,1434362.2208
ALB,2007,671.007503947578,9.7896160228,10704660840.2938,21.0,0.412818751531944,3169665.0,1.81144294900595,1460581.632
ALB,2008,649.924545726296,9.7896160228,12968653524.7799,19.9,0.369450442918815,3181397.0,1.74878265615239,1486348.6784
ARE,1991,12262.38813035,0.266886484808,33919640389.9773,20.5,5.44285204581232,1909812.0,5.26570408097411,1507987.5552
ARE,1992,11058.790176233,0.266889498711,35412694052.5501,19.4,5.31651551005473,2014095.0,5.13905317421787,1587509.679
ARE,1993,11039.3207535076,0.267615790023,35745300971.5725,18.3,5.20495764205971,2121704.0,5.0271798174598,1669356.7072
ARE,1994,11635.3088697615,0.304184020779,38268046815.0419,17.4,5.11174768414021,2232980.0,4.93365324704072,1753782.492
ARE,1995,11754.3404644334,0.304700223896,42806864571.426,16.3,5.04564164342743,2348539.0,4.8672294640773,1841254.576
ARE,1996,12607.8392616279,0.305230390174,47993462223.6228,15.5,5.20359697919658,2473983.0,5.05041849634792,1936633.8924
ARE,1997,11789.2924288083,0.305764345027,51209479652.5882,14.6,5.41374869098421,2611610.0,5.26033521164939,2041234.376
ARE,1998,11596.1113367207,0.306298373383,48500477900.0416,13.8,5.36309362156203,2755497.0,5.20944442360036,2150389.8588
ARE,1999,11311.8840691769,0.306298373383,55193466518.727,13.1,5.00910101098579,2897038.0,4.85521536892271,2257372.0096
ARE,2000,11330.5956734337,0.306298373383,70591424755.7073,12.4,4.60252658070717,3033491.0,4.44840376571377,2360055.998
ARE,2001,11857.9874517375,5.32841057987,68676925038.6647,11.7,3.75105577295595,3149440.0,3.72534552728149,2449634.432
ARE,2002,12438.6474783628,5.32841057987,75284685608.6257,11.1,3.28726810233141,3254691.0,3.26155124478967,2530847.7216
ARE,2003,11784.9115499481,5.61950331283,88578899739.223,10.5,4.39601103957976,3400959.0,4.37028756676911,2643905.5266
ARE,2004,11570.7162465603,5.61950331283,103784073761.03,9.9,7.28705809122068,3658042.0,7.2613279997369,2843030.2424
ARE,2005,10623.7565271497,5.61950331283,132999867652.074,9.4,10.6555004214309,4069349.0,10.6297637078672,3161884.173
ARE,2006,9757.15804138693,5.61950331283,163296124473.913,8.9,13.6117648777568,4662728.0,13.688955155615,3625737.2928
ARE,2007,9561.6642256529,5.61950331283,207569781286.572,8.4,14.7823854010571,5405541.0,14.8595161414794,4206592.0062
ARE,2008,9409.65175426315,5.61950331283,261347863149.485,7.9,13.8192409121116,6206623.0,13.8963122068708,4833717.9924
ARG,1991,1434.96060066516,4.77246763254,189719989668.103,25.8,1.37259321757337,33093579.0,1.76263615785648,28903931.8986
ARG,1992,1489.45070789009,5.06085528202,228779382768.151,24.9,1.34001664936678,33540023.0,1.72854416359586,29407892.1664
ARG,1993,1469.43427608146,5.15629018214,236753563469.871,24.2,1.30925604768848,33982035.0,1.69627986601246,29910987.207
ARG,1994,1552.4594286543,5.23538637053,257439956992.0,23.4,1.28160147234638,34420352.0,1.6671331892435,30413823.0272
ARG,1995,1547.44373573382,5.26006499633,258031878144.0,22.7,1.25531720304236,34855160.0,1.6393682794041,30916526.92
ARG,1996,1575.62102062586,5.34910834397,272149757952.0,22.0,1.2316637089186,35287113.0,1.5468373151548,31398473.1474
ARG,1997,1638.88014449084,5.41982058393,292858888192.0,21.2,1.2050954181573,35714929.0,1.51927880048009,31879145.6254
ARG,1998,1662.64176631389,5.41982795111,298948362240.0,20.6,1.16832367490488,36134642.0,1.48152303607446,32354958.4468
ARG,1999,1653.37180296702,5.41982795111,283523022848.0,20.0,1.11836940791219,36541029.0,1.43059089258941,32821152.2478
ARG,2000,1650.49336041721,5.41984898995,284203745280.0,19.6,1.06077156909112,36930709.0,1.37202126456115,33274568.809
ARG,2001,1550.46150733111,5.42543495596,268696715264.0,19.0,1.00066270994474,37302116.0,1.2888154084958,33706192.0176
ARG,2002,1470.79355578487,5.42543495596,102040334258.58,18.4,0.947783450094236,37657340.0,1.23510821401323,34125081.508
ARG,2003,1553.82547800861,5.42543495596,129597103033.807,17.7,0.909119147294038,38001251.0,1.19562072067894,34535536.9088
ARG,2004,1755.40976242057,5.42543495596,153129481873.143,17.1,0.889494929759384,38340778.0,1.1751780160489,34943785.0692
ARG,2005,1731.38620353146,5.42543495596,183193408940.742,16.6,0.88389921926635,38681174.0,1.16876848170314,35354593.036
ARG,2006,1870.23771360335,5.42543495596,214066231199.562,15.9,0.881997595035058,39023850.0,1.10057691703307,35745846.6
ARG,2007,1867.24018904053,5.42543495596,260768703249.434,15.3,0.878198237305119,39368066.0,1.09630083194113,36139884.588
ARG,2008,1922.7606390021,5.42543495596,326676673164.783,14.8,0.875629393700366,39714298.0,1.09325733595991,36537154.16
ARM,1991,2309.84088784588,6.93070817294,2068526521.90299,52.5,-0.925192230383269,3512051.0,-1.28138138701931,2362205.5026
ARM,1992,1193.32886948759,6.93071782749,1272577521.7683,50.5,-1.78433577198332,3449940.0,-2.14179817227927,2312149.788
ARM,1993,646.577990032557,6.93072613458,1201313196.45626,48.2,-2.33334188556933,3370373.0,-2.6920866649349,2250735.0894
ARM,1994,414.996626693491,6.93073422608,1315158670.47971,46.0,-2.39717356845828,3290540.0,-2.75720996097605,2189525.316
ARM,1995,506.306983832391,6.93074237822,1468317350.02343,43.4,-2.06854069559278,3223173.0,-2.42987803544419,2136963.699
ARM,1996,557.521077742944,6.93075065162,1596968913.19202,41.3,-1.59456531948782,3172185.0,-1.95721304240514,2095545.411
ARM,1997,589.980145691832,6.93075893514,1639492424.38103,39.1,-1.18437647797568,3134836.0,-1.54834412272065,2063349.0552
ARM,1998,606.005401561416,6.93076727928,1893726437.35976,37.3,-0.824324323789412,3109101.0,-1.18962153365859,2038948.4358
